proid,CATEGORY,CURRENT STATUS,DIV,ESTIMATE AMOUNT  (LAKHS),LOCATION,PROJECT NAME,SOURCE OF FUND,ZONE,YearProposed,YearComplete,PROJECT DEPARTMENT
2811,OTHER BUILDING,WORK IN EXECUTION,71,8.8,PERAMBUR HIGH ROAD,"IMPROVEMENT WORKS TO LORRY STATION MECHANIC SHED AT PERAMBUR HIGH ROAD IN DIVISION-71, UNIT-16, ZONE-06. ",REVENUE FUND,6,2021-22,NA,Zonal
2816,INTERIOR ROAD - BLACK TOP ROAD,WORK IN EXECUTION,125,8.14,"G.N. STREET, MYLAPORE","G.N STREET, TNUDF PRIORITY II",OWN SOURCES,9,2021-22,NA,Zonal
2817,SCHOOL BUILDINGS,WORK ORDER ISSUED,73,3.2,MANNARSWAMY STREET,"DISMANTLING OF EXISTING DAMAGED SUNSHADE AND PROVIDING AND FIXING OF MS SHEET SUNSHADE AT CHENNAI URUDU PRIMARY SCHOOL AT MANNARSWAMY STREET IN DN-73, UNIT-17, ZONE-06. ",CAPITAL WORKS,6,2021-22,NA,Zonal
2818,PLAY FIELD - IMPROVEMENTS,WORK ORDER ISSUED,73,13,PULIANTHOPE HIGH ROAD ,"IMPROVEMENTS TO GREY NAGAR YMCA PLAY GROUND AT PULIANTHOPE HIGH ROAD IN DIVISION-73, UNIT-17, ZONE - 6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2819,OTHER BUILDING,WORK IN EXECUTION,73,3.02,NEW FARRANCE ROAD,"ADDITIONAL IMPROVEMENTS AND REPAIRS TO BIO-GAS PLANT AT NEW FARRANCE ROAD IN DN-73,UNIT-17,ZONE-06 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2820,FOOTPATH,WORK IN EXECUTION,73,2.5,STRAHANS ROAD,"REPAIRS TO EXISTING FOOTPATH AT STRAHANS ROAD IN DN-73, UNIT-17, ZONE-06 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2821,PLAY FIELD - IMPROVEMENTS,WORK IN EXECUTION,74,8.02,REDDY COLONY  IN DN.74,"IMPROVEMENTS TO CHILDREN PLAY GROUND AT REDDY COLONY IN DN.74, UNIT-17, ZONE-6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2822,CONCRETE ROAD,WORK IN EXECUTION,74,6.61,"SECRETRIAT COLONY 2ND AND 3RD STREET AND INFRONT OF DIVISION OFFICER IN DN.74,","RESTORATION OF ROAD CUT BY USING CEMENT CONCRETE AT SECRETRIAT COLONY 2ND AND 3RD STREET AND INFRONT OF DIVISION OFFICER IN DN.74, UNIT-17, ZONE- 6",CAPITAL WORKS,6,2021-22,NA,Zonal
2823,PARKS MAINTENANCE,WORK IN EXECUTION,75,11.82,CHELLAPPA STREET IN DN-75,"SPECIAL REPAIRS AND RENOVATION WORKS TO PATEL PARK AT CHELLAPPA STREET IN DN-75 , UN-17 , ZN-6 ",REVENUE FUND,6,2021-22,NA,Zonal
2824,OTHER BUILDING,WORK ORDER ISSUED,76,3.11,SACHIDANANDHAM STREET IN DIVISON 76,"PROVIDING WATER SUPPLY ARRANGEMENTS AND REPAIR WORKS TO AMMA CANTEEN AT SACHIDANANDHAM STREET IN DIVISON 76, UNIT - 17, ZONE - 6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2825,OTHER BUILDING,WORK ORDER ISSUED,76,7.43,"KM GARDEN 1ST STREET (JUNCTION OF PERAMBUR BARRACKS ROAD) IN DIVISION 76,","REPAIR WORKS AND WATER SUPPLY ARRANGEMENT TO PUBLIC CONVENIENCE AT KM GARDEN 1ST STREET (JUNCTION OF PERAMBUR BARRACKS ROAD) IN DIVISION 76, UNIT - 17, ZONE - 6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2826,OTHER BUILDING,WORK ORDER ISSUED,76,5.9," ANGALAMMAN KOIL STREET IN DIVISON 76,","REPAIR WORKS AND WATER SUPPLY ARRANGEMENT TO PUBLIC CONVENIENCE AT ANGALAMMAN KOIL STREET IN DIVISON 76, UNIT - 17, ZONE - 6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2827,OTHER BUILDING,WORK ORDER ISSUED,76,7.5,KM GARDEN 6TH STREET IN DN-76,"REPAIR WORKS AND WATER SUPPLY ARRANGEMENTS AND REPAIR WORKS TO PUBLIC CONVENIENCE AT KM GARDEN 6TH STREET IN DN-76,UNIT-17,ZONE-6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2828,PARK FORMATION,WORK ORDER ISSUED,77,8.9,DEMELLOWS ROAD IN DN-77,"CONSTRUCTION OF ROAD SIDE PARK AND PROVIDING BIN PLATFORM AT DEMELLOWS ROAD IN DN-77,U-17,Z-6 ",CAPITAL WORKS,6,2021-22,NA,Zonal
2829,OTHER BUILDING,WORK IN EXECUTION,77,29.5,"2ND MAIN ROAD, BOGIPALAYAM IN DN-77","PROPOSED CONSTRUCTION OF NNMP BUILDING AT 2ND MAIN ROAD, BOGIPALAYAM IN DN-77 , UN-17 , ZN-6 (EGMORE MLA FUND)",MLACDS,6,2021-22,NA,Zonal
2830,OTHER BUILDING,WORK IN EXECUTION,77,6.95,GURUSAMY NAGAR IN DIV-77,"IMPROVEMENT WORKS TO KITCHEN SHED AT GURUSAMY NAGAR IN DIV-77, UNIT-17, ZONE-06. ",CAPITAL WORKS,6,2021-22,NA,Zonal
2831,OTHER BUILDING,WORK IN EXECUTION,106,5.18,"COLLECTORATE COLONY, AMINJIKARAI","REPAIRS AND IMPROVEMENTS TO AMMA UNAVAGAM AT COLLECTORATE COLONY MAIN ROAD IN DN-106, UNIT-22, ZONE-08.",OWN SOURCES,8,2021-22,NA,Zonal
2832,PLAY FIELD - IMPROVEMENTS,WORK IN EXECUTION,106,2.77,"COLLECTORATE COLONY, AMINJIKARAI","REPAIRS AND IMPROVEMENTS TO THE PLAYGROUND AT COLLECTORATE COLONY MAIN ROAD IN DN-106, UNIT-22, ZONE-08.",OWN SOURCES,8,2021-22,NA,Zonal
2833,PLAY FIELD - IMPROVEMENTS,WORK IN EXECUTION,106,1.51,"METHA  NAGAR, AMINJIKARAI.","REPAIRS AND IMPROVEMENTS TO PLAY GROUND AT RAJARAM METHA NAGAR MAIN ROAD IN DN-106, UNIT-22, ZONE-08.",OWN SOURCES,8,2021-22,NA,Zonal
2834,BLACK TOP ROAD,WORK IN EXECUTION,68,5.01,TEEDS GARDEN 2ND STREET,"TEEDS GARDEN 2ND STREET DN-68, U-16, Z-6 TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2835,BLACK TOP ROAD,WORK IN EXECUTION,68,3.59,TEEDS GARDEN 2ND CROSS STREET DN-68,"TEEDS GARDEN 2ND CROSS STREET DN-68, U-16, Z-6, TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2836,BLACK TOP ROAD,WORK IN EXECUTION,68,5.87,TEEDS GARDEN 1ST CROSS STREET,"TEEDS GARDEN 1ST CROSS STREET DN-68, U-16, Z-6, TURIF-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2837,BLACK TOP ROAD,WORK IN EXECUTION,68,6.01,THILLAI NAYAGAM 6TH STREET,"THILLAI NAYAGAM 6TH STREET, DN-68,U-16, Z-6, TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2838,BLACK TOP ROAD,WORK IN EXECUTION,68,23.4,"THILLAI NAYAGAM 5TH STREET, DN-68","THILLAI NAYAGAM 5TH STREET, DN-68, U-16,Z-6, TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2839,BLACK TOP ROAD,WORK IN EXECUTION,68,3.04,BHARATHI STREET DN-68,"BHARATHI STREET DN-68, U-16, Z-6, TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2840,BLACK TOP ROAD,WORK IN EXECUTION,68,21.5,STATE BANK COLONY (PART) DN-68,"STATE BANK COLONY (PART) DN-68, U-16,Z-6 TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2841,BLACK TOP ROAD,WORK IN EXECUTION,69,5.35,MUNIYAPPA STREET DN-69,"MUNIYAPPA STREET DN-69,U-16,Z-6
TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2842,BLACK TOP ROAD,WORK IN EXECUTION,70,8.9,MUTHUKUMARASAMY ROAD DN-70,"MUTHUKUMARASAMY ROAD DN-70,U-16,Z-6, 
TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2843,BLACK TOP ROAD,WORK IN EXECUTION,70,8.88,"MADURAI STREET,DN-70,","MADURAI STREET,DN-70,U-16, Z-6
TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2844,BLACK TOP ROAD,WORK IN EXECUTION,70,1.96,ANANDAVELU STREET LANE DN-70,"ANANDAVELU STREET LANE DN-70,U-16,Z-6
TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2845,BLACK TOP ROAD,WORK IN EXECUTION,71,13.7,"KRISHNADOSS 4TH STREET, DN-71","KRISHNADOSS 4TH STREET, DN-71,U-16,Z-6
TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2846,BLACK TOP ROAD,WORK IN EXECUTION,71,11.2,"SEMATHAMMAN COLONY MAIN ROAD,DN-71","SEMATHAMMAN COLONY MAIN ROAD,DN-71,U-16,Z-6
TURIF BT-2020-21
",TURIP FUND ,6,2021-22,NA,Zonal
2847,BLACK TOP ROAD,WORK IN EXECUTION,74,6.42,"SS PURAM B BLOCK 5TH STREET, DN-75","SS PURAM B BLOCK 5TH STREET, DN-75, U-17, Z-6
TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2848,BLACK TOP ROAD,WORK IN EXECUTION,75,7.03,"NARAYANAMASTRI 1ST STREET, DN-75","NARAYANAMASTRI 1ST STREET, DN-75, U-17,Z-6
TURIF BT-2020-21",TURIP FUND ,6,2021-22,NA,Zonal
2849,SCHOOL BUILDINGS,WORK IN EXECUTION,125,21.45,CHENNAI HIGH SCHOOL AT KARNEESWARAR POKODA STREET,"PROPOSED CONSTRUCTION OF STUDENT TOILT BUILDING AND COMPOUND WALL FOR CHENNAI HIGH SCHOOL AT KARNEESWARAR POKODA STREET IN 
DN 125,UNIT 25,ZONE 9 (UNDER MLA FUND) ",MLACDS,9,2021-22,NA,Zonal
2850,OTHER BUILDING,WORK IN EXECUTION,124,21.49,GYM BUILDING AT MUNDAGAKANNIAMMAN KOIL STREET,"PROPOSED CONSTRUCTION OF GYM BUILDING AT MUNDAGAKANNIAMMAN KOIL STREET(UNDER MLA FUND) IN DN124,UNIT 25,ZONE 9 ",MLACDS,9,2021-22,NA,Zonal
2851,OTHER BUILDING,WORK IN EXECUTION,124,8.61,VAZHAITHOTTAM NEW GYM BUILDING AT MUNDAKANIYAMMAN KOIL STREET,"SUPPLYING AND FIXING GYM APPARATUS VAZHAITHOTTAM NEW GYM BUILDING AT MUNDAKANIYAMMAN KOIL STREET IN DIVISION 124, UNIT 25, ZONE 09 ( MLA FUND ) ",MLACDS,9,2021-22,NA,Zonal
2852,OTHER BUILDING,WORK IN EXECUTION,122,21.47,LIBRARY BUILDING FIRST FLOOR AT TURNBULLS ROAD,"PROPOSED CONSTRUCTION OF LIBRARY BUILDING FIRST FLOOR AT TURNBULLS ROAD  IN DN 122,UNIT 26,ZONE 9 ( MLA FUND ",MLACDS,9,2021-22,NA,Zonal
2853,SCHOOL BUILDINGS,WORK IN EXECUTION,125,6.87,CHENNAI PRIMARY SCHOOL AT NOCHIKUPPAM KAMARAJAR SALAI,"PROPOSED CONSTRUCTION OF COMPOUND WALL AND SUPPLY OF PLAY APPARATUS FOR CHENNAI PRIMARY SCHOOL AT NOCHIKUPPAM KAMARAJAR SALAI (UNDER MLA FUND) IN DN 125,UNIT 25,ZONE 9
",MLACDS,9,2021-22,NA,Zonal
2854,SCHOOL BUILDINGS,WORK IN EXECUTION,124,14.66,STUDENTS AUDITORIUM BUILDING IN CMS RAMAKRISHNAPURAM (2ND FLOOR),"PROPOSED CONSTRUCTION OF STUDENTS AUDITORIUM BUILDING IN CMS RAMAKRISHNAPURAM (2ND FLOOR) IN DIVISION 124, UNIT 25, ZONE 09 (UNDER MLA FUND)",MLACDS,9,2021-22,NA,Zonal
2855,OFFICE BUILDINGS,WORK IN EXECUTION,110,6.91,"ZONAL OFFICE BUILDING,( ZONE-09) GROUND FLOOR AT LAKE AREA 4TH CROSS STREET","RENOVATION TO THE ELECTION DEPARTMENT ROOM, ZONAL OFFICE BUILDING,( ZONE-09) GROUND FLOOR AT LAKE AREA 4TH CROSS STREET IN DIVISION-110, UNIT-24, ZONE-09 ",OWN SOURCES,9,2021-22,NA,Zonal
2856,OTHER BUILDING,WORK IN EXECUTION,110,6.24,NUNGAMBAKKAM BURIAL GROUND NEAR FURNACE BUILDING ,"CONSTRUCTION OF TOILET ROOMS AND WATER SUPPLY ARRANGEMENTS AT NUNGAMBAKKAM BURIAL GROUND NEAR FURNACE BUILDING IN DIVISION-110, UNIT-24, ZONE-09 ",OWN SOURCES,9,2021-22,NA,Zonal
2857,STORM WATER DRAIN,WORK IN EXECUTION,110,5.39,KAMDAR NAGAR 1ST STREET,"REPAIRS AND IMPROVEMENTS TO KAMDAR NAGAR 1ST STREET STORM WATER DRAIN IN DIVISION 110,UNIT 24,ZONE 09",OWN SOURCES,9,2021-22,NA,Zonal
2858,OFFICE BUILDINGS,WORK IN EXECUTION,110,4.34,LAKE AREA 4TH CROSS STREET,"RENOVATION TO THE ELECTRICAL DEPARTMENT ROOM, ZONAL OFFICE BUILDING,( ZONE-09) GROUND FLOOR AT LAKE AREA 4TH CROSS STREET IN DIVISION-110, UNIT-24, ZONE-09",OWN SOURCES,9,2021-22,NA,Zonal
2861,PARKS MAINTENANCE,WORK IN EXECUTION,109,6.53,GILL NAGAR PARK,"ANNUAL MAINTENANCE FOR GILL NAGAR PARK IN DIV- 109 , UNIT- 24 , ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2862,CONCRETE ROAD,WORK IN EXECUTION,110,12.94,KODAMBAKKAM HIGH ROAD BRIDGE NORTH SIDE,"PROVIDING CEMENT CONCRETE FOOT PATH AT KODAMBAKKAM HIGH ROAD BRIDGE NORTH SIDE IN DIV-110, UNIT-24, 
ZONE- 9 (UNDER MLA FUND",OWN SOURCES,9,2021-22,NA,Zonal
2863,OTHER BUILDING,WORK IN EXECUTION,122,8.87,NIGHT SHELTER BUILDING AT CHAMIERS ROAD,"IMPROVEMENTS TO THE EXISTING NIGHT SHELTER BUILDING AT CHAMIERS ROAD IN DN 122, UNIT 26, ZONE 9",OWN SOURCES,9,2021-22,NA,Zonal
2864,STORM WATER DRAIN,WORK IN EXECUTION,123,3.11,TTK ROAD,REPAIR AND IMPROVEMENT OF STORM WATER DRAIN AT TTK ROAD IN DN 123 UNIT 25 ZONE 9,OWN SOURCES,9,2021-22,NA,Zonal
2865,OTHER BUILDING,WORK IN EXECUTION,125,8.56,PABANASAM SIVAN SALAI GYM BUILDING,"SUPPLYING AND FIXING OF ADDITIONAL GYM APPARATUS AT PABANASAM SIVAN SALAI GYM BUILDING IN DN 125, UNIT 25,ZONE 9 (UNDER MLA FUND)",MLACDS,9,2021-22,NA,Zonal
2866,STORM WATER DRAIN,WORK IN EXECUTION,122,6.79,KB DASAN ROAD FROM DOOR NO 79 TO DOOR NO 89,DEMOLITION AND RECONSTRUCTION OF STORM WATER DRAIN AT KB DASAN ROAD FROM DOOR NO 79 TO DOOR NO 89 IN DN 122 UNIT 26 ZONE 9 ,OWN SOURCES,9,2021-22,NA,Zonal
2867,STORM WATER DRAIN,WORK IN EXECUTION,122,6.79,KB DASAN ROAD FROM JUNCTION OF  TTK ROAD TO DOOR NO 79,DEMOLITION AND RECONSTRUCTION OF STORM WATER DRAIN AT KB DASAN ROAD FROM JUNCTION OF  TTK ROAD TO DOOR NO 79 IN DN 122 UNIT 26 ZONE 9 ,OWN SOURCES,9,2021-22,NA,Zonal
2868,STORM WATER DRAIN,WORK IN EXECUTION,122,7.88,KB DASAN ROAD FROM DOOR NO 89 TO JUNCTION OF SEETHAMAL MAIN ROAD,DEMOLITION AND RECONSTRUCTION OF STORM WATER DRAIN AT KB DASAN ROAD FROM DOOR NO 89 TO JUNCTION OF SEETHAMAL MAIN ROAD IN DN 122 UNIT 26 ZONE 9 ,OWN SOURCES,9,2021-22,NA,Zonal
2869,CONCRETE ROAD,AWARDED,113,21.4,VEERABATHRAN STREET,"RELAYING C.C.ROAD AT VEERABATHRAN STREET IN DIV-113, UNIT-26, ZONE-9 (UNDER MLA FUND)",OWN SOURCES,9,2021-22,NA,Zonal
2870,CONCRETE ROAD,AWARDED,113,21.46,"SOUTH MADA STREET, VEERASAMY 2ND LANE , RAMA LANE , KUMARAPPA LANE","RELAYING CEMENT CONCRETE ROAD IN SOUTH MADA STREET, VEERASAMY 2ND LANE , RAMA LANE , KUMARAPPA LANE (UNDER MLA FUND) IN DN-113,U-26,Z-9",MLACDS,9,2021-22,NA,Zonal
2871,SCHOOL BUILDINGS,WORK ORDER ISSUED,123,2.77, LUZ AVENUE (NAGESWARA RAO PARK NEAR) ,"CONSTRUCTION OF COMPOUND WALL TO ICDS (NO.33603110302) AT LUZ AVENUE (NAGESWARA RAO PARK NEAR) IN DIVISION-123,UNIT-25,ZONE-09 
",OWN SOURCES,9,2021-22,NA,Zonal
2872,STORM WATER DRAIN,WORK ORDER ISSUED,117,10.94,RAMAKRISHNA STREET,"IMPROVEMENTS TO THE EXISTING STORM WATER DRAIN AT RAMAKRISHNA STREET IN DIV-117, UNIT-26, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2873,STORM WATER DRAIN,WORK ORDER ISSUED,117,9.43,THIRUMALAI PILLAI ROAD (FROM BENZ PARK HOTEL TO G. N. CHETTY ROAD JUNCTION) & (FROM BAZULLAH ROAD JUNCTION TO GN CHETTY ROAD JUNCTION),"DE SILTING AND MINOR REPAIR WORKS TO THE EXISTING STORM WATER DRAIN AT THIRUMALAI PILLAI ROAD (FROM BENZ PARK HOTEL TO G. N. CHETTY ROAD JUNCTION) & (FROM BAZULLAH ROAD JUNCTION TO GN CHETTY ROAD JUNCTION) IN DIV-117, UNIT-26, ZONE-9
",OWN SOURCES,9,2021-22,NA,Zonal
2874,OTHER BUILDING,WORK ORDER ISSUED,113,15.66,DIAGNOSTIC LAB  BUILDING AT KODAMBAKKAM HIGH ROAD,"IMPROVEMENTS TO DIAGNOSTIC LAB  BUILDING AT KODAMBAKKAM HIGH ROAD IN DN 113,UNIT 26,ZONE 9",OWN SOURCES,9,2021-22,NA,Zonal
2875,SCHOOL BUILDINGS,WORK ORDER ISSUED,113,17.25,"VIDYODAYA MAIN ROAD (20223 & 20224), DHARMAPRAM MAIN ROAD (20218 ,20219 & 20220), AND SEERANIPURAM (20221 & 20222)","PROVIDING BORE WELL AND WATER SUPPLY ARRANGEMENTS TO ANGANWADI CENTARS AT VIDYODAYA MAIN ROAD (20223 & 20224), DHARMAPRAM MAIN ROAD (20218 ,20219 & 20220), AND SEERANIPURAM (20221 & 20222) IN DIV-113, UNIT-26, ZONE-09 (UNDER MLA FUND)",MLACDS,9,2021-22,NA,Zonal
2876,SCHOOL BUILDINGS,WORK ORDER ISSUED,113,17.4,C.M.S AT DARMAPURAM MAIN ROAD,"CONSTRUCTION OF TOILET BLOCK AND WATER SUPPLY ARRANGMENTS C.M.S AT DARMAPURAM MAIN ROAD IN           DN -113,U-26,Z-09 (UNDER MLA FUND)",MLACDS,9,2021-22,NA,Zonal
2877,BLACK TOP ROAD,AWARDED,125,3.6,PAPANASAM SIVAN SALAI,"CONSTRUCTION OF CATTLE TRAP AND RAILING AT PAPANASAM SIVAN SALAI IN DN-125,UNIT-25, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2878,GASIFIER CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,120,13.18,KRISHNAMPETTAI BURIAL GROUND,"SUPPLYING OF OPERATOR, ASSISTANT AND MAINTENANCE OF BIO-GASIFIER CREMATORIUM (FOR 1 YEAR) AT KRISHNAMPETTAI BURIAL GROUND IN DN-120, UNIT - 27, ZONE ������ 9",OWN SOURCES,9,2021-22,NA,Zonal
2879,ELECTRICAL CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,110,13,NUNGAMBAKKAM BURIAL GROUND ELECTRICAL CREMATORIUM,"SUPPLYING OF EACH ONE OPERATOR AND ASSISTANT AT NUNGAMBAKKAM BURIAL GROUND ELECTRICAL CREMATORIUM (FROM 01.04.2021 TO 31.03.2022 FOR 1 YEAR) IN DIV-110, U-24, Z-09
",OWN SOURCES,9,2021-22,NA,Zonal
2880,GASIFIER CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,125,18.51,MYLAPORE BURIAL GROUND,"IMPROVEMENTS TO MYLAPORE BURIAL GROUND IN DN 125,UNIT 25,ZONE 9",OWN SOURCES,9,2021-22,NA,Zonal
2890,GASIFIER CREMETORIAM - ERECTION OF EQUIPMENTS,AWARDED,120,22,KRISHNAMPET BURIAL GROUND,"DESIGN, MANUFACTURING AND SUPPLY OF CREMATION FURNACE WITH PRIMARY & SECONDARY CHAMBER WITH REFRACTORY INSULATION AT KRISHNAMPET BURIAL GROUND IN DIV-120, UNIT-27, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2891,OTHER BUILDING,AWARDED,119,4.07,T.T.K ROAD,"CONSTRUCTION OF NEW SUMP AND OTHER IMPROVEMENT WORK AT OLD AGE WOMENS HOME AT T.T.K ROAD IN DIVISION -119, UNIT-24, ZONE-09",OWN SOURCES,9,2021-22,NA,Zonal
2892,SCHOOL BUILDINGS,AWARDED,109,5.54,WEST NAMACHIVAYAPURAM 3RD LANE,"IMPROVEMENTS TO ICDS (CENTER NO. 336030201221)  AT WEST NAMACHIVAYAPURAM 3RD LANE IN DIVISION-109, UNIT-24, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2893,BLACK TOP ROAD,AWARDED,109,4.77,"EAST NAMACHIVAYAPURAM, WEST NAMACHIVAYAPURAM","PROVIDING STREET NAME BOARD AT EAST NAMACHIVAYAPURAM, WEST NAMACHIVAYAPURAM AND VARIOUS STREET IN DIVISION -109, UNIT-24, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2894,STORM WATER DRAIN,AWARDED,118,5.3,SCHEME ROAD,"IMPROVEMENTS TO STORM WATER DRAIN AT SCHEME ROAD IN DIV-118, UNIT-24, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2895,BLACK TOP ROAD,AWARDED,118,8.16,SCHEME ROAD,"IMPROVEMENTS TO FOOTPATH AT SCHEME ROAD IN DIVISION-118, UNIT-24, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2896,OTHER BUILDING,AWARDED,119,3.08,PUBLIC CONVENIENCE AT CHELLAMMA THOTTAM AND SAIVA MUTHAIYA 6TH STREET,"IMPROVEMENTS TO PUBLIC CONVENIENCE AT CHELLAMMA THOTTAM AND SAIVA MUTHAIYA 6TH STREET IN DIVISION-119, UNIT-24, ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2897,OFFICE BUILDINGS,AWARDED,115,2.81,DIVISION OFFICE AT DEVARAJAN STREET,"REPAIRS AND IMPROVEMENTS TO TOILETS BLOCKS ,PROVIDING  WATER AND DRAINAGE ARRANGEMENTS TO DIVISION OFFICE AT DEVARAJAN STREET IN DN-115, U-27 ,Z-9",OWN SOURCES,9,2021-22,NA,Zonal
2898,OFFICE BUILDINGS,AWARDED,116,8.62,DR.BESANT ROAD,"IMPROVEMENTS TO THE UNIT-27 OFFICE AT DR.BESANT ROAD IN DN-116,UNIT-27,ZONE-9",OWN SOURCES,9,2021-22,NA,Zonal
2899,FOOTPATH,TENDER CALLED,120,9.93,KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET,"FORMATION OF FOOTPATH INSIDE KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET IN DN-120, U-27, Z9",OWN SOURCES,9,2021-22,NA,Zonal
2900,FOOTPATH,TENDER CALLED,120,8.08,KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET,"PROVIDING AND LAYING GRANITE WORK INSIDE KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET IN DN-120, 
U-27,Z-9",OWN SOURCES,9,2021-22,NA,Zonal
2901,COMPOUND WALL,TENDER CALLED,120,7.49,KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET,"REPAIRS AND IMPROVEMENTS TO WAITING HALL, CARE TAKER ROOM AND COMPOUND WALL PAINTING ETC..,FOR KRISHNAMPET BURIAL GROUND AT GAJAPATHY STREET IN DIV-120,
U-27,Z9",OWN SOURCES,9,2021-22,NA,Zonal
2919,BLACK TOP ROAD,WORK IN EXECUTION,64,2.39,"ANUSIYA NAGAR MAIN ROAD DIV-64,","ANUSIYA NAGAR MAIN ROAD DIV-64,U-15,Z-6.
TNUDF BT",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2920,BLACK TOP ROAD,WORK IN EXECUTION,64,1.49,UMA MAHESHWARI 7TH CROSS STREET,"UMA MAHESHWARI 7TH CROSS STREET DIV-64,U-15,Z-6
TNUDF BT
",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2921,BLACK TOP ROAD,WORK IN EXECUTION,64,3.02,SHANTHI NAGAR 5TH CROSS STREE,"SHANTHI NAGAR 5TH CROSS STREET,DIV-64,U-15,Z-6
",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2922,BLACK TOP ROAD,WORK IN EXECUTION,64,1.44,"R.K.R NAGAR 2ND STREET,DIV-64","R.K.R NAGAR 2ND STREET,DIV-64,U-15,Z-6
TNUDF BT
",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2930,BLACK TOP ROAD,WORK IN EXECUTION,64,4.12,BALAKUMARAN NAGAR A PART 2ND STREET,"BALAKUMARAN NAGAR A PART 2ND STREET,DIV-64,U-15,Z-6
TNUDF BT",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2931,BLACK TOP ROAD,WORK IN EXECUTION,64,67.1,"BAGAVATHIAMMAL STREET,DIV-64","BAGAVATHIAMMAL STREET,DIV-64,U-15,Z-6
TNUDF BT
",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2932,BLACK TOP ROAD,WORK IN EXECUTION,64,11.7,"NERMAI NAGAR,DIV-64","NERMAI NAGAR,DIV-64,U-15,Z-6
TNUDF BT
",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
2933,BLACK TOP ROAD,WORK IN EXECUTION,65,11.4,"RAJAJI NAGAR THANIGAI STREET,DIV-65","RAJAJI NAGAR THANIGAI STREET,DIV-65,U-15,Z-6
TNUDF BT",TAMIL NADU URBAN ROAD INFRASTRUCTURE FUND (TURIF)+ INFRASTRUCTURE & AMENITIES (I AND A),6,2021-22,NA,Zonal
