வார்டூ எண்‌: ,Name ,பாலினம்‌,கட்சியின் பெயர்,Party Name ,பெற்ற வாக்குகள்,சதவிதம் (%),முடிவு,வருடம்,,
182,கோமதி எல் ,பெண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,532 ,4.77,வைப்புத்தொகை இழப்பு,2011,,
182,சுமதி த ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,532 ,4.77,வைப்புத்தொகை இழப்பு,2011,,
182,கலைவாணி செ ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,654 ,5.86,வைப்புத்தொகை இழப்பு,2011,,
182,விசாலாட்சி கே ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,3448 ,30.90,தோல்வி,2011,,
182,உஷாகுமார் கு ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4211 ,37.74,வெற்றி,2011,,
183,HARLIN VIVEK M ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,140 ,1.66,வைப்புத்தொகை இழப்பு,2011,,
183,SUBRAMANI V ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,166 ,1.96,வைப்புத்தொகை இழப்பு,2011,,
183,RAJ ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,331 ,3.92,வைப்புத்தொகை இழப்பு,2011,,
183,காந்தி மு ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,414 ,4.90,வைப்புத்தொகை இழப்பு,2011,,
183,ஆறுமுக பாண்டியன் S ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,665 ,7.87,வைப்புத்தொகை இழப்பு,2011,,
183,LATHA G M ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1742 ,20.61,தோல்வி,2011,,
183,RAJARAM P ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,4995 ,59.09,வெற்றி,2011,,
184,DOSS T ,^OT,இந்திய தேசிய காங்கிரஸ் ,INC ,348 ,3.50,வைப்புத்தொகை இழப்பு,2011,,
184,KANNAN A K ,^OT,பாட்டாளி மக்கள் கட்சி ,PMK ,735 ,7.39,வைப்புத்தொகை இழப்பு,2011,,
184,DEVARAJAN A ,^OT,திராவிட முன்னேற்றக் கழகம் ,DMK ,3157 ,31.74,தோல்வி,2011,,
184,AMUDHA V ,^OT,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5706 ,57.37,வெற்றி,2011,,
185,KANNAN B ,^OT,சுயேச்சை வேட்பாளர் ,Independent ,70 ,0.64,வைப்புத்தொகை இழப்பு,2011,,
185,GANAPATHY K ,^OT,பாட்டாளி மக்கள் கட்சி ,PMK ,113 ,1.03,வைப்புத்தொகை இழப்பு,2011,,
185,GOPAL P ,^OT,பாரதிய ஜனதா கட்சி ,BJP ,144 ,1.31,வைப்புத்தொகை இழப்பு,2011,,
185,RESHENDRABABU T M ,^OT,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,709 ,6.47,வைப்புத்தொகை இழப்பு,2011,,
185,SOMU K ,^OT,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,1343 ,12.26,வைப்புத்தொகை இழப்பு,2011,,
185,KANNAN D ,^OT,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,3045 ,27.80,தோல்வி,2011,,
185,VISWANATHAN D ,^OT,திராவிட முன்னேற்றக் கழகம் ,DMK ,5530 ,50.48,வெற்றி,2011,,
186,WILSON S ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,37 ,0.58,வைப்புத்தொகை இழப்பு,2011,,
186,BOSS @ BOSS SENDURAN S D ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,62 ,0.97,வைப்புத்தொகை இழப்பு,2011,,
186,NALLAMUTHU P ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,105 ,1.64,வைப்புத்தொகை இழப்பு,2011,,
186,SRINIVASAN P ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,521 ,8.15,வைப்புத்தொகை இழப்பு,2011,,
186,SELVAM P ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1281 ,20.05,தோல்வி,2011,,
186,KUMAR V ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,1748 ,27.36,தோல்வி,2011,,
186,ஜனகிராமன் ஜி எம் ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,2635 ,41.24,வெற்றி,2011,,
187,THULASI O ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,32 ,0.70,வைப்புத்தொகை இழப்பு,2011,,
187,RENUKA S ,பெண்,இந்திய தேசிய காங்கிரஸ் ,INC ,84 ,1.83,வைப்புத்தொகை இழப்பு,2011,,
187,PREMA KULOTHUNGAN ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,151 ,3.28,வைப்புத்தொகை இழப்பு,2011,,
187,SARIDHA S ,பெண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,164 ,3.57,வைப்புத்தொகை இழப்பு,2011,,
187,BAMA S ,பெண்,இந்தியப் பொதுவுடமைக் கட்சி(ML) ,CPI(ML) ,175 ,3.81,வைப்புத்தொகை இழப்பு,2011,,
187,VASANTHI N ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,300 ,6.52,வைப்புத்தொகை இழப்பு,2011,,
187,SELVI R ,பெண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,383 ,8.33,வைப்புத்தொகை இழப்பு,2011,,
187,KRISHNAPRIYA S ,பெண்,பாரதிய ஜனதா கட்சி ,BJP ,1348 ,29.32,தோல்வி,2011,,
187,UMA T ,பெண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1961 ,42.65,வெற்றி,2011,,
188,TAMILMANI D ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,27 ,0.25,வைப்புத்தொகை இழப்பு,2011,,
188,KANNAN K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,82 ,0.76,வைப்புத்தொகை இழப்பு,2011,,
188,INBARAJ S ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,147 ,1.36,வைப்புத்தொகை இழப்பு,2011,,
188,SHANKAR G M ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,256 ,2.37,வைப்புத்தொகை இழப்பு,2011,,
188,VISWANATHAN V ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,545 ,5.04,வைப்புத்தொகை இழப்பு,2011,,
188,SENDHILNATHAN G ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,585 ,5.41,வைப்புத்தொகை இழப்பு,2011,,
188,CHARANBEEMAKAR A ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,1657 ,15.32,வைப்புத்தொகை இழப்பு,2011,,
188,HARIKRISHNAN M.P. ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2367 ,21.88,தோல்வி,2011,,
188,PONNUSAMY E ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,5151 ,47.62,வெற்றி,2011,,
189,THANAPPASUNDARAM S ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,109 ,1.49,வைப்புத்தொகை இழப்பு,2011,,
189,SEKAR K ,ஆண்,மறுமலர்ச்சி திராவிட முன்னேற்றக் கழகம்,MDMK ,221 ,3.03,வைப்புத்தொகை இழப்பு,2011,,
189,NARAYANAN D ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,589 ,8.07,வைப்புத்தொகை இழப்பு,2011,,
189,RAMESH M.K ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1590 ,21.78,தோல்வி,2011,,
189,MURTHY V ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,1925 ,26.37,தோல்வி,2011,,
189,RANGAN C ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,2867 ,39.27,வெற்றி,2011,,
190,SIVAPATHY K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,7 ,0.10,வைப்புத்தொகை இழப்பு,2011,,
190,GNANASEKARAN R ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,10 ,0.14,வைப்புத்தொகை இழப்பு,2011,,
190,SEKAR A ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,31 ,0.42,வைப்புத்தொகை இழப்பு,2011,,
190,MOHANRAMAN S ,ஆண்,பாட்டாளி மக்கள் கட்சி ,PMK ,118 ,1.62,வைப்புத்தொகை இழப்பு,2011,,
190,ANGAMUTHU G ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,537 ,7.36,வைப்புத்தொகை இழப்பு,2011,,
190,SISEL S ,ஆண்,தேசிய முற்போக்கு திராவிட கழகம் ,DMDK ,671 ,9.19,வைப்புத்தொகை இழப்பு,2011,,
190,PANNER P ,ஆண்,திராவிட முன்னேற்றக் கழகம் ,DMK ,1796 ,24.61,தோல்வி,2011,,
190,JAYAGOPAL S ,ஆண்,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம் ,AIADMK ,1947 ,26.67,தோல்வி,2011,,
190,PANNERDASS R ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,2182 ,29.89,வெற்றி,2011,,
191,SHANMUGAM V ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,40 ,0.49,வைப்புத்தொகை இழப்பு,2011,,
191,GANESAN V ,ஆண்,பாரதிய ஜனதா கட்சி ,BJP ,80 ,0.98,வைப்புத்தொகை இழப்பு,2011,,
191,PONNAN M ,ஆண்,இந்திய தேசிய காங்கிரஸ் ,INC ,81 ,0.99,வைப்புத்தொகை இழப்பு,2011,,
191,MOSSES K ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,88 ,1.07,வைப்புத்தொகை இழப்பு,2011,,
191,KUPPUSAMI J ,ஆண்,சுயேச்சை வேட்பாளர் ,Independent ,201 ,2.45,வைப்புத்தொகை இழப்பு,2011,,
191,PADMAVATHI D ,பெண்,சுயேச்சை வேட்பாளர் ,Independent ,903 ,11.01,வைப்புத்தொகை இழப்பு,2011,,
